ID,Name,equipId,value,mtrlId,eventFlag_forStock,eventFlag_forRelease,sellQuantity,pad3,equipType,costType,pad1,setNum,value_Add,value_Magnification,iconId,nameMsgId,menuTitleMsgId,menuIconId,pad2
100374,,6900,6000,-1,130740,11109883,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100375,,6930,7000,-1,130750,11109883,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100376,,6960,4000,-1,130760,11109883,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100377,,6940,8500,-1,130770,11109884,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100378,,6910,10000,-1,130780,11109884,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100400,,4390,3000,-1,140000,0,1,0,3,0,0,1,0,1,-1,-1,231010,17,[0|0]
100401,,4430,10000,-1,140010,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100402,,4020,12000,-1,140020,1037469300,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100403,,4050,10000,-1,140030,1037469300,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100404,,4001,2000,-1,140040,1037469316,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100405,,4010,600,-1,140050,1037469316,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100406,,4300,2500,-1,140060,1037469301,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100407,,4440,1500,-1,140070,1037469301,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100408,,4401,2400,-1,140080,1037469302,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100409,,4481,5000,-1,140090,1037469302,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100425,,6430,4000,-1,140250,0,1,0,3,0,0,1,0,1,-1,-1,231020,18,[0|0]
100426,,6001,6000,-1,140260,1037469305,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100428,,6220,5500,-1,140280,1037469305,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100429,,6100,13000,-1,140290,1037469306,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100430,,6020,10000,-1,140300,1037469306,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100431,,6210,7500,-1,140310,1037469307,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100432,,6250,6000,-1,140320,1037469307,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100433,,6423,8000,-1,140330,1037469308,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100434,,6441,2500,-1,140340,1037469308,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100435,,6510,2000,-1,140350,1037469309,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100436,,6530,3500,-1,140360,1037469309,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100437,,6710,7500,-1,140370,1037469312,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100438,,6730,10000,-1,140380,1037469312,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100439,,6900,6000,-1,140390,1037469314,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100440,,6930,7000,-1,140400,1037469314,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100441,,6960,4000,-1,140410,1037469314,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100442,,6940,8500,-1,140420,1037469315,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100443,,6910,10000,-1,140430,1037469315,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100475,,51010000,400,-1,140750,0,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100476,,51030000,400,-1,140760,0,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100477,,20691,2000,-1,140770,0,10,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100500,,8702,200,-1,69620,0,1,0,3,0,0,1,0,1,-1,8752,-1,-1,[0|0]
100501,,8500,300,-1,60120,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100502,,9300,500,-1,67000,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100503,,9311,500,-1,67110,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100504,,9361,1000,-1,67610,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100506,,9500,300,-1,66030,0,3,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100508,,10100,200,-1,150080,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100509,,8969,6000,-1,60170,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100510,,24000000,200,-1,150100,0,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100511,,31230000,600,-1,150110,0,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100512,,8969,24000,-1,60180,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100513,,2040,500,-1,150130,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100514,,8712,200,-1,69720,0,1,0,3,0,0,1,0,1,-1,8762,-1,-1,[0|0]
100515,,1100000,1000,-1,150150,0,1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100516,,1100100,1500,-1,150160,0,1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100517,,1100200,1000,-1,150170,0,1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100518,,1100300,1000,-1,150180,0,1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100521,,900010,1000,-1,150210,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100525,,9301,500,-1,67010,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100526,,15000,1200,-1,150260,0,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100539,,8707,300,-1,69670,0,1,0,3,0,0,1,0,1,-1,8757,-1,-1,[0|0]
100540,,9500,600,-1,66060,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100541,,1100,800,-1,150410,0,3,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100542,,2010000,600,-1,150420,0,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100543,,18000000,1200,-1,150430,0,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100546,,1401000,1500,-1,150460,0,1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100547,,10100,200,-1,150470,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100548,,900010,3000,-1,150480,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100549,,1990,1000,-1,150490,0,3,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100550,,9383,1500,-1,67830,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100551,,9328,2000,-1,67280,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100552,,15000,500,-1,150520,0,5,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100553,,15010,500,-1,150530,0,5,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100554,,15020,800,-1,150540,0,3,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100555,,50000000,40,-1,150550,0,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100556,,20811,1600,-1,150560,0,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100561,,111,2000,-1,150610,0,5,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100562,,20651,800,-1,150620,0,3,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100563,,14020000,600,-1,150630,0,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100564,,30090000,600,-1,150640,0,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100565,,31100000,1000,-1,150650,0,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100566,,50040000,90,-1,150660,0,30,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100567,,10100,200,-1,150670,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100568,,900010,1500,-1,150680,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100575,,9321,500,-1,67210,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100576,,8703,400,-1,69630,0,1,0,3,0,0,1,0,1,-1,8753,-1,-1,[0|0]
100577,,900010,2000,-1,150770,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100578,,52000000,40,-1,150780,0,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100579,,20840,1200,-1,150790,0,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100585,,8709,200,-1,69690,0,1,0,3,0,0,1,0,1,-1,8759,-1,-1,[0|0]
100586,,11010000,600,-1,150860,0,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100587,,2020000,1800,-1,150870,0,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100588,,30120000,900,-1,150880,0,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100589,,40000000,600,-1,150890,0,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100592,,900,600,-1,150920,0,5,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100593,,910,600,-1,150930,0,3,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100594,,930,1500,-1,150940,0,3,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100595,,10100,200,-1,150950,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100600,,8000,2000,-1,160000,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100601,,20802,3600,-1,160010,0,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100602,,30070000,600,-1,160020,0,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100603,,31070000,1000,-1,160030,0,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100604,,1000,1500,-1,160040,0,1,0,2,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100605,,8708,500,-1,69680,0,1,0,3,0,0,1,0,1,-1,8758,-1,-1,[0|0]
100606,,9500,600,-1,66070,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100607,,3000000,3000,-1,160070,0,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100608,,43020000,1500,-1,160080,0,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100613,,40000,1500,-1,160130,0,1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100614,,40100,2400,-1,160140,0,1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100615,,40200,1500,-1,160150,0,1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100616,,40300,1500,-1,160160,0,1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100617,,10100,200,-1,160170,0,3,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100618,,10101,400,-1,160180,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100619,,900010,4000,-1,160190,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100620,,51000000,400,-1,160200,0,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100625,,9322,1500,-1,67220,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100626,,5000000,3000,-1,160260,0,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100627,,31000000,1000,-1,160270,0,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100628,,630000,1000,-1,160280,0,1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100629,,630100,1500,-1,160290,0,1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100630,,630200,1000,-1,160300,0,1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100631,,630300,1000,-1,160310,0,1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100632,,2070,1800,-1,160320,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100633,,33130000,800,-1,160330,0,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100634,,53000000,400,-1,160340,0,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100635,,20750,2800,-1,160350,0,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100636,,10101,400,-1,160360,0,3,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
100637,,10102,600,-1,160370,0,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
